Cod Empresa;Cod Item;Descricao;Qtde;C Cst Ctbil;F Cst For;Cst Cbil For;Pven Ic;Pven For;M1;M2;M3;M4;M5;M6;Curva;Ultima Compra;Ultima Venda;Pedido;Curva Portal;Locacao;Nome Fornecedor;Possui Pis;Possui Cofins;Status;Forn;Aplicacao
9;52175407;GUARNICAO CJ-PTA/LAT;1;166,05;166,05;271,41;464,85;464,85;0;0;0;0;0;0;D;23/09/2025;13/08/2025;DD0954;D;160CB1;GM - Brasil;Não;Não;Ativo;1;
9;52175411;TENSIONER ASM-F;2;698,88;699,84;698,88;1.571,44;1.571,44;1;0;0;3;0;0;B;28/07/2026;20/07/2026;RA0724;B;164QC1;GM - Brasil;Não;Não;Ativo;1;
9;52175413;TENSIONER ASM-F;2;620,15;628,92;620,15;1.412,17;1.412,17;1;0;0;3;1;0;B;01/06/2026;20/07/2026;CVA02M;B;153CC1;GM - Brasil;Não;Não;Ativo;1;
9;52175545;PARA-BRISA CJ;3;842,07;1.129,55;1.129,55;2.534,63;2.534,63;0;0;0;0;0;1;C;13/03/2026;27/02/2026;NFV09;C;199AB1;GM - Brasil;Não;Não;Ativo;1;
9;52175577;COXIM CJ-MOT;38;204,81;274,73;274,73;656,99;656,99;17;36;14;17;17;10;A;13/07/2026;03/08/2026;COPA47;A;114PA;GM - Brasil;Não;Não;Ativo;1;
9;52175578;COXIM CJ-TRANS;6;212,40;299,36;280,84;681,28;681,28;4;5;4;2;3;2;A;13/07/2026;28/07/2026;COPA47;A;114BC1;GM - Brasil;Não;Não;Ativo;1;
9;52175678;SHADE ASM-LUGG;8;398,85;539,28;526,27;912,90;912,90;6;3;6;6;7;3;A;29/07/2026;31/07/2026;JLL37;A;163PC1;GM - Brasil;Não;Não;Ativo;1;
9;52175826;TAMPA DO CUBO DA ROD;2;35,24;35,24;35,24;79,32;79,32;0;0;1;0;3;0;B;26/06/2026;07/05/2026;CVA151;B;111AG1;GM - Brasil;Não;Não;Ativo;1;
9;52175864;DUTO CJ-AR ADM;2;67,62;99,44;62,85;223,82;223,82;3;4;4;1;3;3;A;29/07/2026;29/07/2026;ZZ0754;A;164QC1;GM - Brasil;Não;Não;Substituído;1;
9;52175923;FORRO DA CAIXA DE RO;8;107,86;145,21;140,17;242,47;242,47;8;3;10;6;2;2;A;05/06/2026;31/07/2026;CVA16M;A;PARABA06;GM - Brasil;Não;Não;Ativo;1;
9;52175939;RETRACTOR ASM-R;1;243,18;262,70;262,70;580,22;580,22;0;0;0;0;0;0;D;10/01/2025;;ZZ0104;D;109DH1;GM - Brasil;Não;Não;Substituído;1;
9;52175985;MOLDURA DA GRADE DO;1;343,64;321,09;443,30;654,78;654,78;10;6;3;4;3;5;A;10/07/2026;03/08/2026;CVA149;A;153DB1;GM - Brasil;Não;Não;Ativo;1;
9;52176113;PANEL ASM-R/END;7;1.338,29;1.343,38;1.338,29;3.687,28;3.687,28;6;4;6;3;5;2;A;31/07/2026;03/08/2026;JLL07;A;162HA1;GM - Brasil;Não;Não;Ativo;1;
9;52176259;CINTO DE SEGURANCA P;1;231,24;306,74;306,74;549,82;549,82;0;0;1;0;1;0;C;28/05/2025;13/05/2026;RA0559;C;151SB1;GM - Brasil;Não;Não;Substituído;1;
9;52176270;ACTUATOR,PUBX E/GATE;1;155,13;155,13;155,13;356,87;356,87;0;1;0;1;1;1;B;24/07/2026;30/06/2026;CVA170;B;111CG1;GM - Brasil;Sim;Sim;Ativo;1;
9;52176295;SUPORTE DE MONTAGEM;5;306,98;306,98;306,98;689,29;689,29;5;3;7;2;5;3;A;13/07/2026;28/07/2026;CVA161;A;113PC;GM - Brasil;Não;Não;Ativo;1;
9;52176301;BAFFLE,RAD AIR LWR;1;136,40;128,28;170,25;288,05;288,05;2;2;0;1;1;0;A;13/07/2026;31/07/2026;CVA170;A;162QC1;GM - Brasil;Não;Não;Ativo;1;
9;52176918;APARELHO ELETRICO (C;1;437,34;598,80;614,94;1.064,84;1.064,84;0;1;0;0;0;0;D;09/07/2025;09/06/2026;PITKR1;D;152SB1;GM - Brasil;Não;Não;Ativo;1;
9;52176934;LAMP ASM-RR BODY STR;2;448,31;601,36;581,11;1.300,30;1.300,30;1;0;0;2;0;0;B;25/05/2026;28/07/2026;MAL22;B;154PA1;GM - Brasil;Não;Não;Ativo;1;
9;52176935;LAMP ASM-RR BODY STR;2;568,16;554,86;568,16;1.609,32;1.609,32;3;1;0;1;1;0;A;31/07/2026;29/07/2026;JLL38;A;155CB1;GM - Brasil;Não;Não;Ativo;1;
9;52176936;LAMP ASM-RR BODY STR;19;441,04;590,61;580,10;1.270,72;1.270,72;0;1;1;0;0;0;C;02/06/2026;15/06/2026;LOT01M;C;151DB1;GM - Brasil;Não;Não;Ativo;1;
9;52176937;LAMP ASM-RR BODY STR;1;568,36;477,41;657,71;1.270,72;1.270,72;0;0;2;0;0;0;C;23/02/2026;28/05/2026;NJN12;C;153BA1;GM - Brasil;Não;Não;Ativo;1;
9;52177025;PORTA CJ-LAT TR;7;1.875,29;1.871,78;2.449,23;5.008,74;5.008,74;1;5;2;0;1;0;B;31/07/2026;23/07/2026;JLL43;B;199AG1;GM - Brasil;Não;Não;Ativo;1;
9;52177026;PORTA CJ-LAT TR;13;1.757,37;2.262,02;2.191,90;4.513,97;4.513,97;0;1;1;0;10;0;C;27/03/2026;23/06/2026;NMA27;C;199AA1;GM - Brasil;Não;Não;Ativo;1;
9;52177026;PORTA CJ-LAT TR;13;1.757,37;2.262,02;2.191,90;4.513,97;4.513,97;0;1;1;0;10;0;C;27/03/2026;23/06/2026;NMA27;C;DEPOSITO B;GM - Brasil;Não;Não;Ativo;1;
9;52177051;RETAINER-LUGG S;6;1,26;1,26;1,43;5,97;5,97;6;16;9;5;4;1;A;08/07/2026;25/07/2026;CVA160;A;112AH1;GM - Brasil;Sim;Sim;Ativo;1;
9;52177071;PRESILHA-TUBO EMIS E;1;10,72;18,08;17,47;41,33;41,33;0;0;0;0;0;0;D;23/11/2024;29/05/2025;GIR152;D;112AG1;GM - Brasil;Sim;Sim;Ativo;1;
9;52177322;SEMI-EIXO HOMOCINETI;6;1.904,93;1.904,93;1.904,93;4.277,36;4.277,36;0;0;4;2;3;0;A;30/07/2026;29/05/2026;JLL14;A;152AB1;GM - Brasil;Não;Não;Ativo;1;
9;52177507;EIXO CJ-TRAS  (C/ IS;1;2.140,19;2.140,19;2.140,19;4.805,59;4.805,59;1;0;0;2;1;0;B;30/07/2026;10/07/2026;ZZ0739;B;163DA1;GM - Brasil;Não;Não;Ativo;1;
9;52177596;SANTO ANTÔNIO INTEGRADO;3;1.837,91;1.837,91;1.319,88;4.515,90;4.515,90;0;0;0;0;0;0;D;20/06/2025;19/09/2025;ACE06;D;DEPOSIT BB;GM - Brasil;Não;Não;Ativo;1;NOVA MONTANA 23/
9;52177596;SANTO ANTÔNIO INTEGRADO;3;1.837,91;1.837,91;1.319,88;4.515,90;4.515,90;0;0;0;0;0;0;D;20/06/2025;19/09/2025;ACE06;D;900DA;GM - Brasil;Não;Não;Ativo;1;NOVA MONTANA 23/
9;52177615;EXTENSOR PARA-CHOQUE DIANTEIRO;6;389,28;304,02;665,18;711,90;711,90;0;0;0;1;0;0;D;28/10/2025;28/04/2026;TDMO01;D;162ZC1;GM - Brasil;Não;Não;Ativo;1;NOVA MONTANA 23/
9;52177616;SUPORTE CJ-ABERT LNT;1;31,75;31,75;31,75;71,46;71,46;0;0;0;0;0;0;C;29/07/2026;;DD0751;C;111BH1;GM - Brasil;Não;Não;Ativo;1;
9;52177708;MACANETA PACT-EXT PT;1;349,27;0,00;1,00;943,90;943,90;0;0;0;0;0;0;D;04/10/2023;;230612-000107;D;110DG1;GM - Brasil;Sim;Sim;Ativo;1;
9;52177752;VIGA CJ-IMP P/CHQ TR;3;1.682,59;1.575,06;1.682,59;4.271,12;4.271,12;1;2;1;0;0;0;B;31/07/2026;27/07/2026;JLL42;B;156CA1;GM - Brasil;Não;Não;Ativo;1;
9;52177753;VIGA CJ-IMP P/CHQ TR;4;1.311,44;1.311,44;1.311,44;3.556,26;3.556,26;3;2;2;3;2;1;A;31/07/2026;30/07/2026;JLL42;A;156BC1;GM - Brasil;Não;Não;Ativo;1;
9;52177754;VIGA CJ-IMP P/CHQ TR;8;2.954,39;3.133,43;3.816,09;7.959,95;7.959,95;2;4;2;4;2;3;A;10/06/2026;13/07/2026;LOT15M;A;210AA;GM - Brasil;Não;Não;Ativo;1;
9;52178259;GEAR ASM-RACK  PINI;10;1.174,79;1.586,75;1.586,75;2.662,40;2.662,40;2;2;5;3;2;5;A;02/06/2026;21/07/2026;PDS04;A;156CA1;GM - Brasil;Não;Não;Ativo;1;
9;52178516;JANELA CJ-TRAS;1;577,11;577,11;750,11;1.441,80;1.441,80;0;0;0;0;0;0;D;17/01/2026;31/10/2025;DD0102;D;900DA;GM - Brasil;Não;Não;Ativo;1;
9;52178522;PARA LAMA PARA CARRO;2;201,45;201,45;240,13;452,35;452,35;1;2;0;1;1;0;B;02/07/2026;21/07/2026;CVA150;B;900CB;GM - Brasil;Não;Não;Ativo;1;
9;52178579;MODULO KIT-BBA/COMB;5;577,43;644,45;831,99;1.448,58;1.448,58;3;8;2;1;0;1;A;29/06/2026;24/07/2026;CVA149;A;197AD;GM - Brasil;Não;Não;Ativo;1;
9;52178686;MANUAL IMPRESSO DE I;3;88,57;124,63;124,63;224,61;224,61;0;1;0;1;1;2;B;08/07/2026;12/06/2026;CVA160;B;107AG1;GM - Brasil;Sim;Sim;Ativo;1;
9;52178730;RADIADOR CJ;1;613,10;670,51;613,10;1.565,71;1.565,71;2;3;0;1;1;1;A;02/07/2026;24/07/2026;COPA43;A;154RC1;GM - Brasil;Não;Não;Ativo;1;
9;52179172;PLACA DA COBERTURA D;3;250,27;250,27;335,51;561,99;561,99;0;0;0;0;0;0;C;18/06/2026;;PISN2C;C;163QC1;GM - Brasil;Não;Não;Ativo;1;
9;52179173;PLACA DA COBERTURA D;3;326,72;326,72;425,06;733,66;733,66;0;0;0;0;0;0;C;18/06/2026;;PISN2C;C;164RC1;GM - Brasil;Não;Não;Ativo;1;
9;52179176;PLACA DA COBERTURA D;3;355,52;355,52;355,52;798,34;798,34;0;0;0;0;0;0;C;23/06/2026;;PISN2C;C;163PC1;GM - Brasil;Não;Não;Ativo;1;
9;52179177;PLACA DA COBERTURA D;3;237,72;237,72;237,72;533,81;533,81;0;0;0;0;0;0;C;30/07/2026;;PISN2C;C;164PC1;GM - Brasil;Não;Não;Ativo;1;
9;52179180;DISPOSITIVO DE PLAST;3;44,80;44,80;55,48;103,85;103,85;0;0;0;0;0;0;C;28/04/2026;;PISN1C;C;112QD1;GM - Brasil;Sim;Sim;Ativo;1;
9;52179182;DISPOSITIVO DE PLAST;3;44,80;44,80;51,14;103,85;103,85;0;0;0;0;0;0;C;28/04/2026;;PISN1C;C;112DD1;GM - Brasil;Sim;Sim;Ativo;1;
9;52179893;PAD-RR BPR FASCIA ST;1;64,53;62,89;96,26;148,05;148,05;6;0;1;1;3;3;A;01/04/2026;30/07/2026;PDFX02;A;112AB1;GM - Brasil;Não;Não;Ativo;1;
9;52179894;PAD-RR BPR FASCIA ST;2;64,15;62,40;83,71;140,45;140,45;5;2;1;1;4;1;A;28/07/2026;30/07/2026;ZZ0733;A;112SC1;GM - Brasil;Não;Não;Ativo;1;
9;52179982;PORTA CJ-LAT DIANT;1;1.385,54;1.862,54;1.385,54;2.903,28;2.903,28;0;0;0;0;0;0;K;23/05/2024;29/07/2024;GIRO64;K;199AA1;GM - Brasil;Não;Não;Substituído;1;
9;52180191;SUPORTE-BATNT DIANT;3;105,19;105,19;105,19;228,48;228,48;0;0;0;0;0;0;C;23/06/2026;;PISN2C;C;109CD1;GM - Brasil;Não;Não;Ativo;1;
9;52180192;SUPORTE-BATNT DIANT;3;105,19;105,19;105,19;228,48;228,48;0;0;0;0;0;0;C;23/06/2026;;PISN2C;C;109AJ1;GM - Brasil;Não;Não;Ativo;1;
9;52180220;LAMINA- INFERIO;3;269,70;269,70;269,70;884,10;884,10;1;2;1;1;0;1;A;31/07/2026;20/07/2026;JLL40;A;500DC1;GM - Brasil;Não;Não;Ativo;1;
9;52180222;CAPA PARA CHOQU;1;419,10;530,24;594,56;1.057,27;1.057,27;7;3;0;3;7;3;A;11/06/2026;30/07/2026;MAL48;A;210BB;GM - Brasil;Não;Não;Ativo;1;
9;52180264;INTERRUPTOR CJ-SEL C;14;453,21;453,22;416,57;593,24;593,24;0;2;3;5;5;4;A;05/06/2026;15/06/2026;CVA16M;A;111AG2;GM - Brasil;Não;Não;Ativo;1;
9;52180312;INSERTO DA GRADE DO;3;66,91;89,71;87,05;150,24;150,24;0;0;0;0;0;0;C;28/04/2026;;PISN1C;C;108SB2;GM - Brasil;Não;Não;Ativo;1;
9;52180313;INSERTO DA GRADE DO;3;66,91;66,91;87,05;150,24;150,24;0;0;0;0;0;0;C;28/04/2026;;PISN1C;C;110BG1;GM - Brasil;Não;Não;Ativo;1;
9;52180314;INSERTO DA GRADE DO;3;66,91;66,91;87,05;150,24;150,24;0;0;0;0;0;0;C;28/04/2026;;PISN1C;C;110RC2;GM - Brasil;Não;Não;Ativo;1;
9;52180315;INSERTO DA GRADE DO;3;66,91;66,91;87,05;150,24;150,24;0;0;0;0;0;0;C;28/04/2026;;PISN1C;C;111CA1;GM - Brasil;Não;Não;Ativo;1;
9;52180316;INSERTO DA GRADE DO;3;66,91;66,91;87,05;150,24;150,24;0;0;0;0;0;0;C;28/04/2026;;PISN1C;C;111BG3;GM - Brasil;Não;Não;Ativo;1;
9;52180317;INSERTO DA GRADE DO;3;66,91;66,91;87,05;150,24;150,24;0;0;0;0;0;0;C;28/04/2026;;PISN1C;C;111CB2;GM - Brasil;Não;Não;Ativo;1;
9;52180438;ESPELHO RETROVISOR D;1;1.050,34;1.050,34;1.050,34;2.234,13;2.234,13;0;0;0;0;1;0;C;13/03/2026;12/06/2026;DD0309;C;151RC1;GM - Brasil;Não;Não;Ativo;1;
9;52180625;CARPET-R/CMPT F;1;356,20;282,64;440,62;879,39;879,39;2;1;1;0;2;0;A;02/07/2026;22/07/2026;CVA161;A;900JB1;GM - Brasil;Sim;Sim;Ativo;1;
9;52180945;GRADE-RAD;1;98,86;98,86;98,86;221,98;221,98;1;1;0;2;1;0;B;14/07/2026;17/07/2026;CVA170;B;500DC1;GM - Brasil;Não;Não;Ativo;1;
9;52180947;GRADE-RAD;3;246,35;325,46;330,80;656,78;656,78;5;2;3;4;5;5;A;10/07/2026;28/07/2026;COPA01;A;600BC1;GM - Brasil;Não;Não;Ativo;1;
9;52180990;FASCIA,FRT BPR UPR;6;288,82;283,89;369,52;758,86;758,86;1;1;1;5;3;2;A;20/07/2026;27/07/2026;LOT11M;A;500CC1;GM - Brasil;Não;Não;Reativado;1;
9;52181025;FASCIA,FRT BPR UPR;6;949,26;938,03;1.497,06;2.507,46;2.507,46;4;1;2;4;3;2;A;16/06/2026;28/07/2026;LOT16M;A;600CC1;GM - Brasil;Não;Não;Ativo;1;
9;52181026;RETENTOR-INF MO;31;3,03;3,03;3,03;7,45;7,45;22;9;26;19;0;3;A;08/07/2026;25/07/2026;RA0677;A;112PB1;GM - Brasil;Sim;Sim;Ativo;1;
9;52181067;INSERT,FRT GRL AUX;1;569,59;760,42;760,42;1.084,01;1.084,01;2;0;0;0;4;1;A;28/04/2026;16/07/2026;CVA130;A;152QB1;GM - Brasil;Não;Não;Ativo;1;
9;52181117;PLACA DA COBERTURA D;4;2.349,49;2.219,54;2.219,54;4.048,71;4.048,71;1;1;1;1;2;1;A;27/03/2026;28/07/2026;CVA118;A;700GA1;GM - Brasil;Não;Não;Ativo;1;
9;52181147;COBERTURA-INF P;13;290,38;288,96;290,38;772,43;772,43;8;1;6;9;8;7;A;31/07/2026;31/07/2026;JLL40;A;400AA;GM - Brasil;Não;Não;Ativo;1;
9;52181243;PARALAMA CJ-DIANT;11;219,22;217,41;284,78;581,18;581,18;1;2;3;5;2;3;A;09/07/2026;28/07/2026;COPA55;A;900PB;GM - Brasil;Não;Não;Ativo;1;
9;52181400;PLACA DA COBERTURA D;3;1.941,03;1.851,34;1.941,03;3.541,73;3.541,73;1;2;0;2;1;3;A;02/07/2026;31/07/2026;CVA162;A;162BC1;GM - Brasil;Não;Não;Ativo;1;
9;52181465;CALOTA-ACAB RODA;21;163,69;219,24;211,42;468,36;468,36;6;5;9;8;8;5;A;28/07/2026;03/08/2026;JLL23;A;159AA1;GM - Brasil;Não;Não;Ativo;1;
9;52181536;ALMOFADA CJ-ASSNT BC;1;210,37;210,37;210,37;521,75;521,75;0;1;0;1;0;0;C;14/07/2026;27/06/2026;CVA170;C;154CA1;GM - Brasil;Sim;Sim;Ativo;1;
9;52181722;BATENTE-AMORT T;17;42,55;57,05;55,36;113,53;113,53;0;1;0;11;8;0;A;16/07/2026;03/07/2026;COPA06;A;110DJ1;GM - Brasil;Não;Não;Ativo;1;
9;52181936;PONTA EIXO-DIR;3;346,72;310,59;346,72;1.069,51;1.069,51;2;0;0;2;0;2;A;13/07/2026;27/07/2026;COPA15;A;112RD1;GM - Brasil;Não;Não;Ativo;1;
9;52181981;FIVELA CJ-CINTO BCO/;2;136,52;136,52;177,61;306,55;306,55;0;3;0;1;0;0;B;16/07/2026;01/07/2026;RA0716;B;108RL2;GM - Brasil;Não;Não;Ativo;1;
9;52181983;FIVELA CJ-CINTO BCO/;3;123,90;128,60;127,89;278,21;278,21;0;1;1;1;1;0;B;13/06/2026;25/06/2026;CVA16M;B;111QB1;GM - Brasil;Não;Não;Ativo;1;
9;52181985;FIVELA CJ-CINTO BCO/;1;174,37;230,27;230,87;385,69;385,69;1;2;2;0;3;1;A;02/04/2026;25/07/2026;CVA129;A;107GC3;GM - Brasil;Não;Não;Substituído;1;
9;52182051;PLACA DA COBERTURA D;1;201,54;201,54;261,95;453,61;453,61;0;0;0;0;1;0;C;28/04/2026;19/03/2026;CVA133;C;156CC1;GM - Brasil;Não;Não;Ativo;1;
9;52182053;COBERTURA-INF P;1;397,90;397,90;397,90;651,52;651,52;1;4;0;2;1;1;A;29/07/2026;28/07/2026;NF TUDOa;A;600AB1;GM - Brasil;Não;Não;Ativo;1;
9;52182106;SANTO ANTONIO INVENCIVEL CHEVROLET - CURTO;2;1.642,35;2.302,60;1.948,67;3.547,73;3.547,73;0;0;0;0;0;1;C;18/03/2026;24/02/2026;NF 587120;C;BOX 24;GM - Brasil;Não;Não;Ativo;1;
9;52182124;BOBINA CJ-MOD VOL DI;1;117,67;117,67;117,67;224,83;224,83;0;0;0;0;0;0;C;24/07/2026;;ZZ0711;C;106QP1;GM - Brasil;Não;Não;Ativo;1;
9;52182315;CABO DA ALAVANCA SEL;3;187,59;190,74;187,59;364,52;364,52;0;2;6;3;2;0;A;13/07/2026;18/06/2026;CVA170;A;105QL1;GM - Brasil;Não;Não;Ativo;1;
9;52182456;PAINEL CJ-GRADE ENT;1;683,62;690,32;893,82;1.553,72;1.553,72;2;2;0;0;2;1;A;30/04/2026;28/07/2026;CVA130;A;156RC1;GM - Brasil;Não;Não;Ativo;1;
9;52182569;PAINEL-LAT EXT;7;580,97;555,45;755,08;1.306,20;1.306,20;3;4;4;3;1;4;A;13/07/2026;21/07/2026;CVA149;A;210BB;GM - Brasil;Não;Não;Ativo;1;
9;52182577;PAINEL CJ-LAT C;1;2.266,93;2.266,93;2.266,93;4.942,69;4.942,69;0;1;0;0;1;0;C;18/06/2026;10/06/2026;ZZ0616;C;DEPOSITO B;GM - Brasil;Não;Não;Ativo;1;
9;52182872;DEFLETOR CJ-AGUA PTA;1;39,74;39,74;53,28;90,80;90,80;0;0;0;0;0;0;D;19/01/2026;;ZZ1018 ;D;113CG1;GM - Brasil;Não;Não;Ativo;1;
9;52183103;ESPELHO-VIS TRAS EXT;1;156,88;156,88;156,88;350,74;350,74;0;0;0;0;0;0;C;13/07/2026;27/07/2026;DD0650;C;154CC1;GM - Brasil;Não;Não;Ativo;1;
9;52183543;DEFLECTOR ASM-F;2;42,32;42,32;54,81;95,23;95,23;1;1;1;3;1;0;A;08/07/2026;30/07/2026;CVA160;A;112CL1;GM - Brasil;Não;Não;Ativo;1;
9;52183545;DEFLECTOR ASM-R;2;41,65;41,66;41,65;93,74;93,74;1;0;1;2;1;0;B;29/06/2026;30/07/2026;CVA150;B;105PP1;GM - Brasil;Não;Não;Ativo;1;
9;52183546;DEFLECTOR ASM-R;1;41,16;55,48;53,76;93,09;93,09;2;0;2;1;0;2;A;05/06/2026;31/07/2026;CVA16M;A;111AK1;GM - Brasil;Não;Não;Ativo;1;
9;52183662;RETRACTOR,F/SEAT BEL;4;464,94;595,01;633,01;1.072,97;1.072,97;3;2;4;2;6;4;A;02/07/2026;29/07/2026;CVA161;A;151SA1;GM - Brasil;Não;Não;Ativo;1;
9;52183664;RETRACTOR,F/SEAT BEL;3;461,37;478,85;476,19;1.076,27;1.076,27;4;2;3;2;4;6;A;09/07/2026;29/07/2026;CVA170;A;155RC1;GM - Brasil;Não;Não;Ativo;1;
9;52183702;TUBO DE BORRACHA VUL;7;543,92;549,73;543,92;1.310,29;1.310,29;0;4;1;1;3;2;A;31/07/2026;24/06/2026;JLL46;A;161DA1;GM - Brasil;Não;Não;Ativo;1;
9;52183703;DEFLETOR-AR P/CHOQUE;1;70,78;91,51;112,41;153,55;153,55;3;1;2;1;1;1;A;26/06/2026;16/07/2026;CVA150;A;107AB1;GM - Brasil;Não;Não;Ativo;1;
9;52183807;RODA-TRAS  DIANT;1;562,96;794,41;794,41;1.330,59;1.330,59;3;4;0;3;4;1;A;24/04/2026;29/07/2026;ABRR27;A;RODAS;GM - Brasil;Não;Não;Ativo;1;
9;52183893;CHICOTE CJ-FIAC SEN;4;199,06;204,02;285,07;443,38;443,38;0;0;0;0;4;1;B;28/04/2026;31/03/2026;CVA130;B;109HA1;GM - Brasil;Não;Não;Ativo;1;
9;52183934;HARNESS ASM-ENG;1;1.040,82;1.040,82;1.479,68;2.826,04;2.826,04;0;0;0;0;0;0;D;07/01/2026;15/12/2025;PFMY05;D;153DC1;GM - Brasil;Não;Não;Ativo;1;
9;52183944;LAMP,RR STOP;2;646,05;510,60;646,05;1.480,93;1.480,93;0;2;0;0;0;0;C;30/07/2026;30/06/2026;JLL38;C;152SA1;GM - Brasil;Não;Não;Ativo;1;
9;52183945;LAMP,RR STOP;1;510,60;510,60;510,60;1.480,93;1.480,93;0;2;0;1;0;0;B;31/07/2026;30/06/2026;JLL38;B;155PC1;GM - Brasil;Não;Não;Ativo;1;
9;52184012;GUARNICAO CJ-PTA/LAT;2;360,92;360,92;360,92;848,40;848,40;0;1;1;1;0;0;C;30/07/2026;02/06/2026;JLL10;C;161CB1;GM - Brasil;Não;Não;Ativo;1;
9;52184013;GUARNICAO CJ-PTA/LAT;1;264,16;265,84;264,16;593,64;593,64;0;3;1;1;0;2;A;17/06/2026;02/07/2026;ZZ0575;A;160SA1;GM - Brasil;Não;Não;Ativo;1;
9;52184022;TAMPA CJ-FIM CACMB;1;1.501,27;2.014,90;2.014,60;3.374,82;3.374,82;5;1;1;1;3;1;A;24/07/2026;30/07/2026;RA0724;A;700BA1;GM - Brasil;Não;Não;Ativo;1;
9;52184200;COMPRESSOR DO AR CON;1;3.484,20;3.788,95;3.788,95;7.344,90;7.344,90;0;0;0;1;0;0;C;22/04/2026;07/04/2026;RA0444;C;151RA1;GM - Brasil;Sim;Sim;Ativo;1;
9;52184280;RETRACTOR,F/SEAT BEL;5;469,14;469,14;610,33;1.053,40;1.053,40;1;4;0;3;2;0;A;16/07/2026;28/07/2026;CVA162;A;164RA1;GM - Brasil;Não;Não;Ativo;1;
9;52184284;RETRACTOR,F/SEAT BEL;2;363,13;363,13;472,43;815,38;815,38;1;3;0;4;0;0;A;09/07/2026;28/07/2026;CVA150;A;153AC1;GM - Brasil;Não;Não;Ativo;1;
9;52184286;RETRACTOR,F/SEAT BEL;1;573,01;573,01;573,01;1.286,65;1.286,65;0;1;0;1;0;1;B;02/06/2026;11/06/2026;CVA04M;B;153RB1;GM - Brasil;Não;Não;Ativo;1;
9;52184288;RETRACTOR,F/SEAT BEL;1;461,57;461,57;600,49;1.036,41;1.036,41;0;2;0;1;0;1;B;02/07/2026;17/06/2026;CVA151;B;152QA1;GM - Brasil;Não;Não;Ativo;1;
9;52184318;ABSORVEDOR CJ-CHOQ D;2;495,29;429,11;495,29;1.018,92;1.018,92;2;1;2;0;3;1;A;13/07/2026;28/07/2026;CVA02M;A;113BJ1;GM - Brasil;Não;Não;Ativo;1;
9;52184895;PORTA CJ-LAT TRAS;13;963,93;1.005,08;1.005,08;2.530,93;2.530,93;2;0;7;5;0;2;A;06/06/2026;31/07/2026;LOT15M;A;199AD1;GM - Brasil;Não;Não;Ativo;1;
9;52184895;PORTA CJ-LAT TRAS;13;963,93;1.005,08;1.005,08;2.530,93;2.530,93;2;0;7;5;0;2;A;06/06/2026;31/07/2026;LOT15M;A;DEPOSITO B;GM - Brasil;Não;Não;Ativo;1;
9;52184897;PORTA CJ-LAT TRAS;13;867,74;853,62;853,62;2.305,98;2.305,98;11;10;6;4;2;9;A;25/07/2026;31/07/2026;NF 670488 OCT;A;DEPOSITO B;GM - Brasil;Não;Não;Ativo;1;
9;52184897;PORTA CJ-LAT TRAS;13;867,74;853,62;853,62;2.305,98;2.305,98;11;10;6;4;2;9;A;25/07/2026;31/07/2026;NF 670488 OCT;A;199AA1;GM - Brasil;Não;Não;Ativo;1;
9;52184899;PORTA CJ-LAT TRAS;11;1.068,74;1.037,32;1.354,87;2.772,85;2.772,85;3;5;5;2;1;7;A;31/07/2026;30/07/2026;JLL43;A;199AB1;GM - Brasil;Não;Não;Ativo;1;
9;52184899;PORTA CJ-LAT TRAS;11;1.068,74;1.037,32;1.354,87;2.772,85;2.772,85;3;5;5;2;1;7;A;31/07/2026;30/07/2026;JLL43;A;DEPOSITO C;GM - Brasil;Não;Não;Ativo;1;
9;52185712;DUCT ASM-INT AI;6;76,56;76,60;76,56;172,40;172,40;7;6;4;3;5;4;A;31/07/2026;29/07/2026;RA0722;A;198AC1;GM - Brasil;Não;Não;Ativo;1;
9;52185875;APPLIQUE,RR CLSR FIX;60;136,41;170,90;180,00;306,28;306,28;1;0;0;1;0;0;C;14/04/2026;29/07/2026;CVA112;C;110SH1;GM - Brasil;Não;Não;Ativo;1;
9;52186056;TRAVESSA DA CRUZETA;2;974,90;974,90;974,90;2.194,23;2.194,23;0;0;0;2;0;1;B;16/06/2026;04/05/2026;PDS04;B;162DB1;GM - Brasil;Não;Não;Ativo;1;
9;52186091;BLOCO CJ-FUSIVEL COM;3;508,32;777,22;777,22;1.105,46;1.105,46;0;0;0;0;0;2;C;01/04/2026;05/03/2026;PDFX02;C;151CA1;GM - Brasil;Sim;Sim;Ativo;1;
9;52186215;ALTERNADOR DE VEICUL;2;1.545,12;2.072,71;1.911,00;3.484,50;3.484,50;0;2;0;0;1;2;A;25/06/2026;17/06/2026;RA0675;A;150RC1;GM - Brasil;Não;Não;Ativo;1;
9;52186316;TUBO CJ-PCV;1;72,59;72,59;72,59;163,37;163,37;0;0;0;0;0;0;C;28/07/2026;;ZZJ672;C;GERAL;GM - Brasil;Não;Não;Ativo;1;
9;52186411;AIRBAG ASM-STRG;1;1.646,14;1.646,14;1.646,14;3.491,89;3.491,89;0;0;0;0;0;1;D;21/01/2026;26/02/2026;DD0120;D;163HC1;GM - Brasil;Não;Não;Ativo;1;
9;52186450;PAINEL CJ-TPA/T;1;1.186,18;1.040,00;1.197,39;2.666,29;2.666,29;1;1;1;3;0;1;A;07/07/2026;28/07/2026;CVA170;A;900BA1;GM - Brasil;Não;Não;Ativo;1;
